neg,neu,pos,compound,Headline,Date of Post
0.573,0.427,0.0,-0.8555,"Fairfax County police shoot, kill man during parking lot struggle","May 11, 2023"
0.429,0.571,0.0,-0.6705,"Man, 24, killed Wednesday in Northwest D.C.","May 11, 2023"
0.0,1.0,0.0,0.0,"Stanton Samenow, psychologist who studied ‘criminal personality,’ dies at 81","May 11, 2023"
0.179,0.641,0.179,0.0,Bowser to propose law making it easier to detain people before trial,"May 10, 2023"
0.0,1.0,0.0,0.0,Mother of 6-year-old who shot Va. teacher says her son has ADHD,"May 10, 2023"
0.231,0.769,0.0,-0.4019,Shooting outside D.C. postal facility is tied to domestic dispute,"May 9, 2023"
0.154,0.846,0.0,-0.25,"Woman dies after being struck by firetruck in Northern Virginia, police say","May 9, 2023"
0.344,0.656,0.0,-0.6369,Off-duty D.C. firefighter fatally shot during altercation in Maryland,"May 9, 2023"
0.252,0.748,0.0,-0.4019,Postal Service employee detained after shooting outside D.C. facility,"May 8, 2023"
0.31,0.69,0.0,-0.5574,Shot fired at Maryland mall; one person in custody,"May 7, 2023"
0.333,0.667,0.0,-0.6705,"D.C. man shot and killed in Fairfax County, police say","May 7, 2023"
0.0,1.0,0.0,0.0,"Two juveniles shot and ‘dropped off’ in Northeast D.C., police say","May 7, 2023"
0.603,0.397,0.0,-0.765,"Maryland state trooper charged with assault, sex offense","May 6, 2023"
0.448,0.552,0.0,-0.7579,"Md. man charged with murder in April homicide, police say","May 6, 2023"
0.556,0.444,0.0,-0.875,"Md. man charged with murder, arson after fatal shooting, police say","May 6, 2023"
0.0,1.0,0.0,0.0,"Seven slayings reported in seven days in District, according to police","May 6, 2023"
0.241,0.759,0.0,-0.5423,"Two slain in Annapolis area of Md.; assailant kills himself, police say","May 5, 2023"
0.391,0.609,0.0,-0.6705,18-year-old man killed Thursday afternoon in Southeast D.C.,"May 5, 2023"
0.469,0.531,0.0,-0.6486,"12-year-old charged in 9 separate D.C. carjackings, robberies, assaults","May 5, 2023"
0.396,0.604,0.0,-0.7096,"Her son killed by police, a Black mother reluctantly becomes an advocate","May 5, 2023"
0.0,1.0,0.0,0.0,Prosecutor alleges Md. parents watched teen daughter ‘slowly die’,"May 4, 2023"
0.427,0.573,0.0,-0.7717,Man found dead in apparent homicide in Maryland apartment after fire,"May 4, 2023"
0.0,1.0,0.0,0.0,Md. police seek 3 juveniles after attempted shooting on school bus,"May 4, 2023"
0.31,0.69,0.0,-0.6705,"Man and woman killed in separate shootings in D.C., police say","May 4, 2023"
0.0,0.818,0.182,0.25,New hearings granted after Md. judge negotiated job with prosecutors,"May 3, 2023"
0.634,0.366,0.0,-0.9022,Man charged repeatedly with assaulting girlfriend is arrested in her death,"May 3, 2023"
0.0,1.0,0.0,0.0,Man slain in city’s third homicide in three days,"May 3, 2023"
0.173,0.827,0.0,-0.3182,"Teen driving over 120 mph loses control, slams into Va. police officer","May 2, 2023"
0.0,1.0,0.0,0.0,She noticed her scooter was gone. Then she heard gunshots.,"May 2, 2023"
0.448,0.552,0.0,-0.7579,Silver Spring man charged with murder in Prince George’s County,"May 2, 2023"
0.452,0.548,0.0,-0.765,"Prince George’s police officer guilty of assault, misconduct in office","May 2, 2023"
0.196,0.804,0.0,-0.296,"Stabbing suspect dies after walking into traffic, Maryland police say","May 2, 2023"
0.391,0.609,0.0,-0.6705,"Man is killed near National Arboretum, police say","May 2, 2023"
0.448,0.552,0.0,-0.7579,"Md. man charged with murder in April homicide, police say","May 6, 2023"
0.556,0.444,0.0,-0.875,"Md. man charged with murder, arson after fatal shooting, police say","May 6, 2023"
0.0,1.0,0.0,0.0,"Seven slayings reported in seven days in District, according to police","May 6, 2023"
0.241,0.759,0.0,-0.5423,"Two slain in Annapolis area of Md.; assailant kills himself, police say","May 5, 2023"
0.391,0.609,0.0,-0.6705,18-year-old man killed Thursday afternoon in Southeast D.C.,"May 5, 2023"
0.469,0.531,0.0,-0.6486,"12-year-old charged in 9 separate D.C. carjackings, robberies, assaults","May 5, 2023"
0.396,0.604,0.0,-0.7096,"Her son killed by police, a Black mother reluctantly becomes an advocate","May 5, 2023"
0.0,1.0,0.0,0.0,Prosecutor alleges Md. parents watched teen daughter ‘slowly die’,"May 4, 2023"
0.427,0.573,0.0,-0.7717,Man found dead in apparent homicide in Maryland apartment after fire,"May 4, 2023"
0.0,1.0,0.0,0.0,Md. police seek 3 juveniles after attempted shooting on school bus,"May 4, 2023"
0.31,0.69,0.0,-0.6705,"Man and woman killed in separate shootings in D.C., police say","May 4, 2023"
0.0,0.818,0.182,0.25,New hearings granted after Md. judge negotiated job with prosecutors,"May 3, 2023"
0.634,0.366,0.0,-0.9022,Man charged repeatedly with assaulting girlfriend is arrested in her death,"May 3, 2023"
0.0,1.0,0.0,0.0,Man slain in city’s third homicide in three days,"May 3, 2023"
0.173,0.827,0.0,-0.3182,"Teen driving over 120 mph loses control, slams into Va. police officer","May 2, 2023"
0.0,1.0,0.0,0.0,She noticed her scooter was gone. Then she heard gunshots.,"May 2, 2023"
0.448,0.552,0.0,-0.7579,Silver Spring man charged with murder in Prince George’s County,"May 2, 2023"
0.452,0.548,0.0,-0.765,"Prince George’s police officer guilty of assault, misconduct in office","May 2, 2023"
0.196,0.804,0.0,-0.296,"Stabbing suspect dies after walking into traffic, Maryland police say","May 2, 2023"
0.391,0.609,0.0,-0.6705,"Man is killed near National Arboretum, police say","May 2, 2023"
0.0,1.0,0.0,0.0,"Man slain on Jay Street, D.C. police say","May 2, 2023"
0.318,0.682,0.0,-0.6369,Man fatally shot in District Heights identified as Hyattsville resident,"May 1, 2023"
0.554,0.446,0.0,-0.7351,Arlington man charged with killing 3-month-old girl,"May 1, 2023"
0.459,0.444,0.096,-0.7096,Va. man gets 10-year sentence in fatal Alexandria crash,"May 1, 2023"
0.442,0.558,0.0,-0.8658,"Va. man fatally shot wife and her brother, then killed himself, police say","April 28, 2023"
0.241,0.584,0.175,-0.2263,3-year-old abducted from Tysons Corner Center play area by stranger,"April 28, 2023"
0.527,0.473,0.0,-0.836,Man who killed Va. military couple sentenced to life in prison,"April 28, 2023"
0.394,0.606,0.0,-0.7579,"Man charged with murder in shooting of teen while driving, police say","April 28, 2023"
0.333,0.667,0.0,-0.6705,"Man, 27, killed Thursday night in Southeast D.C., police say","April 28, 2023"
0.572,0.428,0.0,-0.9011,"A fight over french fries ended in a fatal shooting, but who fired the gun?","April 28, 2023"
0.296,0.704,0.0,-0.6369,"Three people found fatally shot inside Fairfax County home, police say","April 27, 2023"
0.0,0.804,0.196,0.296,Bowser announces national search to replace outgoing D.C. police chief,"April 27, 2023"
0.237,0.763,0.0,-0.4215,Charge dropped against man seen being beaten by D.C. firefighters,"April 27, 2023"
0.0,1.0,0.0,0.0,"D.C. firefighters caught on video in altercation, department investigating","April 26, 2023"
0.0,1.0,0.0,0.0,"D.C. police chief Robert Contee is retiring, will take job with FBI","April 26, 2023"
0.219,0.781,0.0,-0.4215,Teen guilty in shooting of Commanders player Robinson back in custody,"April 26, 2023"
0.231,0.769,0.0,-0.4019,D.C. settles suit brought by 2 journalists detained during Trump inauguration,"April 26, 2023"
0.0,0.637,0.363,0.6908,Special grand jury to probe police shooting of unarmed man near Tysons,"April 25, 2023"
0.0,1.0,0.0,0.0,"Motorcyclist dies after three crashes, Virginia police say","April 24, 2023"
0.489,0.511,0.0,-0.7717,One dead in fire at Northeast Washington apartment building,"April 22, 2023"
0.0,1.0,0.0,0.0,"Man slain on Jay Street, D.C. police say","May 2, 2023"
0.318,0.682,0.0,-0.6369,Man fatally shot in District Heights identified as Hyattsville resident,"May 1, 2023"
0.554,0.446,0.0,-0.7351,Arlington man charged with killing 3-month-old girl,"May 1, 2023"
0.459,0.444,0.096,-0.7096,Va. man gets 10-year sentence in fatal Alexandria crash,"May 1, 2023"
0.442,0.558,0.0,-0.8658,"Va. man fatally shot wife and her brother, then killed himself, police say","April 28, 2023"
0.241,0.584,0.175,-0.2263,3-year-old abducted from Tysons Corner Center play area by stranger,"April 28, 2023"
0.527,0.473,0.0,-0.836,Man who killed Va. military couple sentenced to life in prison,"April 28, 2023"
0.394,0.606,0.0,-0.7579,"Man charged with murder in shooting of teen while driving, police say","April 28, 2023"
0.333,0.667,0.0,-0.6705,"Man, 27, killed Thursday night in Southeast D.C., police say","April 28, 2023"
0.572,0.428,0.0,-0.9011,"A fight over french fries ended in a fatal shooting, but who fired the gun?","April 28, 2023"
0.296,0.704,0.0,-0.6369,"Three people found fatally shot inside Fairfax County home, police say","April 27, 2023"
0.0,0.804,0.196,0.296,Bowser announces national search to replace outgoing D.C. police chief,"April 27, 2023"
0.237,0.763,0.0,-0.4215,Charge dropped against man seen being beaten by D.C. firefighters,"April 27, 2023"
0.0,1.0,0.0,0.0,"D.C. firefighters caught on video in altercation, department investigating","April 26, 2023"
0.0,1.0,0.0,0.0,"D.C. police chief Robert Contee is retiring, will take job with FBI","April 26, 2023"
0.219,0.781,0.0,-0.4215,Teen guilty in shooting of Commanders player Robinson back in custody,"April 26, 2023"
0.231,0.769,0.0,-0.4019,D.C. settles suit brought by 2 journalists detained during Trump inauguration,"April 26, 2023"
0.0,0.637,0.363,0.6908,Special grand jury to probe police shooting of unarmed man near Tysons,"April 25, 2023"
0.0,1.0,0.0,0.0,"Motorcyclist dies after three crashes, Virginia police say","April 24, 2023"
0.489,0.511,0.0,-0.7717,One dead in fire at Northeast Washington apartment building,"April 22, 2023"
0.0,1.0,0.0,0.0,"Eight shot at two sites in Southeast Washington, police say","April 21, 2023"
0.35,0.65,0.0,-0.6486,Three found dead after vehicle plunges into Anacostia River,"April 21, 2023"
0.29,0.71,0.0,-0.6705,"Man was followed from check-cashing business before he was killed, police say","April 21, 2023"
0.344,0.656,0.0,-0.6369,"Man fatally shot in Southeast Washington, D.C. police say","April 21, 2023"
0.0,0.8,0.2,0.3612,"One year after a school shooting in D.C., a survivor reclaims his life","April 21, 2023"
0.415,0.585,0.0,-0.7783,No charges to be filed against D.C. officer in 2022 fatal shooting of woman,"April 21, 2023"
0.545,0.455,0.0,-0.802,Off-duty D.C. police sergeant killed in motorcycle crash,"April 21, 2023"
0.603,0.397,0.0,-0.7964,Prosecutors say no charges against man who stabbed suspected carjacker,"April 20, 2023"
0.238,0.656,0.107,-0.3818,Internal report clears officers of wrongdoing in Swann Street arrests,"April 20, 2023"
0.0,1.0,0.0,0.0,Quantico Marine Corps Base briefly shelters in place over car backfire,"April 20, 2023"
0.318,0.682,0.0,-0.6369,Man fatally shot on Rhode Island Avenue in Northwest Washington,"April 20, 2023"
0.0,1.0,0.0,0.0,Discovery of mystery canisters shuts part of D.C.’s Fort Totten Park,"April 20, 2023"
0.206,0.794,0.0,-0.3818,"Man threatens Md. parishioners with machete, yells racial slurs, police say","April 19, 2023"
0.286,0.714,0.0,-0.5574,"Shot fired during attempted carjacking in MGM garage, police say","April 19, 2023"
0.0,1.0,0.0,0.0,"Robbers take car and cat on Capitol Hill, police say","April 19, 2023"
0.0,0.786,0.214,0.4588,Family denounced police over grand jury declination in shooting near Tysons mall,"April 18, 2023"
0.0,1.0,0.0,0.0,"McGrath didn’t book plane tickets to Md. before trial, court documents say","April 18, 2023"
0.204,0.68,0.117,-0.2263,D.C. police staffing reaches half-century low as homicides rise,"April 18, 2023"
0.508,0.492,0.0,-0.8519,Man arrested in fatal stabbing after dispute on Metrobus in Wheaton area,"April 18, 2023"
0.28,0.72,0.0,-0.5423,"Children sickened with drugged candy at Rockville school, police say","April 18, 2023"
0.0,1.0,0.0,0.0,"Eight shot at two sites in Southeast Washington, police say","April 21, 2023"
0.35,0.65,0.0,-0.6486,Three found dead after vehicle plunges into Anacostia River,"April 21, 2023"
0.29,0.71,0.0,-0.6705,"Man was followed from check-cashing business before he was killed, police say","April 21, 2023"
0.344,0.656,0.0,-0.6369,"Man fatally shot in Southeast Washington, D.C. police say","April 21, 2023"
0.0,0.8,0.2,0.3612,"One year after a school shooting in D.C., a survivor reclaims his life","April 21, 2023"
0.415,0.585,0.0,-0.7783,No charges to be filed against D.C. officer in 2022 fatal shooting of woman,"April 21, 2023"
0.545,0.455,0.0,-0.802,Off-duty D.C. police sergeant killed in motorcycle crash,"April 21, 2023"
0.603,0.397,0.0,-0.7964,Prosecutors say no charges against man who stabbed suspected carjacker,"April 20, 2023"
0.238,0.656,0.107,-0.3818,Internal report clears officers of wrongdoing in Swann Street arrests,"April 20, 2023"
0.0,1.0,0.0,0.0,Quantico Marine Corps Base briefly shelters in place over car backfire,"April 20, 2023"
0.318,0.682,0.0,-0.6369,Man fatally shot on Rhode Island Avenue in Northwest Washington,"April 20, 2023"
0.0,1.0,0.0,0.0,Discovery of mystery canisters shuts part of D.C.’s Fort Totten Park,"April 20, 2023"
0.206,0.794,0.0,-0.3818,"Man threatens Md. parishioners with machete, yells racial slurs, police say","April 19, 2023"
0.286,0.714,0.0,-0.5574,"Shot fired during attempted carjacking in MGM garage, police say","April 19, 2023"
0.0,1.0,0.0,0.0,"Robbers take car and cat on Capitol Hill, police say","April 19, 2023"
0.0,0.786,0.214,0.4588,Family denounced police over grand jury declination in shooting near Tysons mall,"April 18, 2023"
0.0,1.0,0.0,0.0,"McGrath didn’t book plane tickets to Md. before trial, court documents say","April 18, 2023"
0.204,0.68,0.117,-0.2263,D.C. police staffing reaches half-century low as homicides rise,"April 18, 2023"
0.508,0.492,0.0,-0.8519,Man arrested in fatal stabbing after dispute on Metrobus in Wheaton area,"April 18, 2023"
0.28,0.72,0.0,-0.5423,"Children sickened with drugged candy at Rockville school, police say","April 18, 2023"
0.0,1.0,0.0,0.0,"Man slain in Prince George’s, police say","April 17, 2023"
0.257,0.571,0.171,-0.3612,Fairfax grand jury declines to indict officer who killed man near Tysons,"April 17, 2023"
0.262,0.738,0.0,-0.5994,Fairfax police investigate death of woman found shot in car at hospital,"April 17, 2023"
0.0,1.0,0.0,0.0,EPA investigator named as new U.S. Park Police chief,"April 17, 2023"
0.0,1.0,0.0,0.0,"Young girl shot and wounded Sunday in Southeast D.C., police say","April 16, 2023"
0.318,0.682,0.0,-0.6369,"Man, woman fatally shot in D.C. this weekend, police say","April 16, 2023"
0.0,1.0,0.0,0.0,Md. judge quietly negotiated job with prosecutors while hearing cases,"April 15, 2023"
0.216,0.784,0.0,-0.296,Fairfax County teacher accused of sexual contact with student,"April 14, 2023"
0.0,1.0,0.0,0.0,"Mother of 6-year-old who shot Va. teacher wants plea deal, lawyer says","April 14, 2023"
0.358,0.642,0.0,-0.4404,"D.C. Metro shooting suspect exaggerating mental issues, psychologist says","April 14, 2023"
0.298,0.558,0.145,-0.3544,Md. gun range owner pleads not guilty in alleged machine gun scheme,"April 14, 2023"
0.471,0.529,0.0,-0.7906,"Suspected carjacker gets stabbed, crashes stolen car and dies, D.C. police say","April 14, 2023"
0.0,1.0,0.0,0.0,"‘Suspicious’ bus used in attempt to pick up child, Fairfax police say","April 14, 2023"
0.468,0.532,0.0,-0.8316,A D.C. mom showed her son victims of gun violence. Then he became one.,"April 14, 2023"
0.0,1.0,0.0,0.0,"Assault-style rifle seized from truck headed to Capitol, police say","April 14, 2023"
0.419,0.581,0.0,-0.7579,Man charged with murder in 2020 homicide in Prince George’s County,"April 13, 2023"
0.375,0.625,0.0,-0.6369,Man fatally shot inside McDonald’s in the District,"April 13, 2023"
0.0,0.787,0.213,0.4019,False calls of active shooters prompt shelter orders at D.C. universities,"April 13, 2023"
0.185,0.815,0.0,-0.3612,"D.C. man slain after funeral was carrying things to hearse, uncle says","April 13, 2023"
0.419,0.581,0.0,-0.7579,"Baltimore man charged with murder in Capitol Heights shooting, police say","April 12, 2023"
0.38,0.62,0.0,-0.5994,Suspect detained after barricade at Arlington bank with customers inside,"April 11, 2023"
0.538,0.462,0.0,-0.7906,"1 killed, 3 wounded in shooting outside D.C. funeral home","April 11, 2023"
0.0,1.0,0.0,0.0,"Trains resume between Maryland and Washington, Amtrak says","April 11, 2023"
0.0,1.0,0.0,0.0,Former assistant principal investigated over teacher’s shooting by 6-year-old,"April 11, 2023"
0.286,0.714,0.0,-0.34,D.C. police make arrest in January homicide,"April 11, 2023"
0.386,0.614,0.0,-0.6597,Montgomery County police probe killing of 20-year-old man,"April 11, 2023"
0.344,0.656,0.0,-0.6369,"Md. man fatally shot in Montgomery County, police say","April 11, 2023"
0.47,0.53,0.0,-0.7964,"Man fatally stabbed after exiting Metrobus in Maryland, police say","April 11, 2023"
0.344,0.656,0.0,-0.6369,"Man fatally shot in Prince George’s County, police say","April 11, 2023"
0.391,0.609,0.0,-0.6705,"Man killed in Prince George’s shooting, police say","April 11, 2023"
0.176,0.611,0.214,0.128,"Popular handgun fires without anyone pulling the trigger, victims say","April 11, 2023"
0.371,0.629,0.0,-0.7096,"Va. trooper spoke with abduction victim before deadly I-95 shootout, police say","April 10, 2023"
0.141,0.859,0.0,-0.2023,Mother charged in case of Va. 6-year-old who shot teacher at school,"April 10, 2023"
0.375,0.625,0.0,-0.6369,"Man fatally shot in Southeast Washington, police say","April 9, 2023"
0.367,0.444,0.189,-0.4939,"After U.S. marshals fatally shoot D.C. man, caravan drives for justice","April 9, 2023"
0.306,0.694,0.0,-0.6597,"ATV driven by boy, 7, crashes, killing 5-year-old girl, police say","April 9, 2023"
0.49,0.51,0.0,-0.8271,A 17-year-old murdered 3 people. Have 34 years in prison been enough?,"April 8, 2023"
0.0,1.0,0.0,0.0,Prosecutors weigh charging YouTube prankster who was shot in Va. mall,"April 7, 2023"
0.266,0.734,0.0,-0.4404,Two youths stabbed and wounded at Fairfax County Walmart,"April 7, 2023"
0.0,0.78,0.22,0.4767,Texts between D.C. police and Proud Boys head shown at Jan. 6 trial,"April 7, 2023"
